pgc,objtype,objname,alt_names,ra_deg,dec_deg,ra_readable,dec_readable,major_arcmin,minor_arcmin,axis_ratio_a_over_b,bt_mag,vt_mag,modbest,e_modbest,distance_mly
65022,G,PGC065022,"2MASXJ20352378-0614407,2MFGC15625,2MIG2804,AGC600084,FGC2279,IRAS20327-0624,MCG-01-52-008,NIBLES2392,PGC065022,RFGC3608,SDSSJ203523.81-061437.3,SDSSJ203523.95-061442.1,[RMG2011]J203523-06",308.849,-6.244,20h 35m 23.83s,"-06° 14' 39.78""",2.43,0.27,9.08,15.38,,34.74,0.16,289.62
16144,G,IC2098,"2MASXJ04504430-0525067,2MFGC03970,6dFJ0450443-052507,AGC440379,EGISJ045044.3-052506,EONJ072.684-05.418,FGC0509,IC2098,IRAS04482-0530,MCG-01-13-018,PGC016144,RFGC0910",72.685,-5.419,04h 50m 44.28s,"-05° 25' 06.84""",2.45,0.33,7.33,14.66,,33.04,0.27,132.20
8066,G,NGC0812,"2MASXJ02065149+4434224,2MFGC01630,CGCG538-019,HFLLZOAG136.81-16.26,IRAS02037+4419,IRAS02037+4420,LGG046:[G93]001,MCG+07-05-014,NGC0812,PGC008066,UGC01598,[BTW2003]J0206+4435,UZC020342+44200",31.715,44.572,02h 06m 51.63s,"+44° 34' 17.79""",2.74,0.97,2.81,12.67,,34.25,0.34,230.79
11790,G,UGC02559,"2MASXJ03091833+4258197,CGCG540-046,MCG+07-07-029,PGC011790,UGC02559,UZC030600+42470",47.326,42.972,03h 09m 18.32s,"+42° 58' 18.36""",2.17,0.67,3.23,14.45,,34.62,0.19,273.29
18960,G,NGC2146A,"2MASXJ06235518+7831484,CGCG348-019,IRAS06155+7833,KPG110B,KUG0615+785,MCG+13-05-025,NGC2146A,PGC018960,UGC03439,UZC061536+78330",95.980,78.530,06h 23m 55.21s,"+78° 31' 48.05""",2.72,1.10,2.48,13.52,12.89,31.79,0.33,74.24
33101,G,NGC3478,"CGCG241-051,IRAS10565+4623,MCG+08-20-059,NGC3478,NIBLES1142,PGC033101,SDSSJ105927.34+460720.5,SDSSJ105927.35+460720.5,SDSSJ105927.36+460720.6,UGC06069,UZC105636+46230",164.864,46.122,10h 59m 27.36s,"+46° 07' 20.57""",2.05,0.85,2.41,13.58,12.87,34.99,0.16,324.51
36138,G,NGC3780,"2MASXJ11392237+5616146,CGCG292-014,IRAS11366+5632,LGG247:[G93]001,MCG+09-19-150,NGC3780,NIBLES1341,PGC036138,SDSSJ113922.34+561614.6,SDSSJ113922.35+561614.3,SDSSJ113922.36+561614.3,SDSSJ113922.36+561614.4,UGC06615,UZC113636+56320,SDSSJ113922.33+561614.6",174.843,56.271,11h 39m 22.36s,"+56° 16' 14.59""",2.64,2.17,1.21,12.13,,32.91,0.41,124.40
36192,G,NGC3795,"2MASXJ11400684+5836473,2MFGC09145,CGCG292-017,IRAS11373+5853,LGG244:[G93]004,MCG+10-17-038,NGC3795,PGC036192,SDSSJ114006.66+583647.1,SDSSJ114006.67+583647.3,SDSSJ114006.68+583647.1,SDSSJ114006.69+583647.1,UGC06629,UZC113724+58540",175.028,58.613,11h 40m 06.75s,"+58° 36' 47.34""",2.10,0.55,3.81,13.99,,31.89,0.31,77.70
36137,G,NGC3795A,"CGCG292-015,LGG244:[G93]006,MCG+10-17-035,NGC3795A,NIBLES1340,PGC036137,SDSSJ113921.30+581607.4,SDSSJ113921.31+581607.3,SDSSJ113921.32+581607.2,UGC06616,UZC113636+58330",174.839,58.269,11h 39m 21.30s,"+58° 16' 07.17""",2.03,1.48,1.37,14.26,,31.58,0.78,67.49
38905,G,UGC07207,"BTS099,MCG+06-27-027,PGC038905,UGC07207,[RC2]A1209+37",183.079,37.014,12h 12m 19.00s,"+37° 00' 50.35""",2.09,1.04,2.01,16.83,,31.32,0.87,59.96
39568,G,NGC4256,"2MASXJ12184303+6553530,2MASXJ12184304+6553531,2MASXJ12184305+6553540,2MFGC09696,CGCG315-032,EGISJ121843.1+655354,EONJ184.680+65.898,IRAS12163+6610,LGG277:[G93]002,MCG+11-15-045,NGC4256,PGC039568,SDSSJ121843.07+655353.7,UGC07351,UZC121624+66100",184.679,65.898,12h 18m 43.07s,"+65° 53' 53.83""",3.87,0.76,5.13,12.68,,33.03,0.28,131.53
40378,G,NGC4386,"2MASXJ12242831+7531440,CGCG352-033,LGG284:[G93]006,MCG+13-09-027,NGC4386,PGC040378,UGC07491,UZC122206+75490",186.118,75.529,12h 24m 28.31s,"+75° 31' 44.00""",2.52,1.44,1.75,12.66,11.69,32.19,0.37,89.29
39981,G,NGC4319,"2MASXJ12214384+7519214,CGCG352-029,IRAS12195+7535,LGG284:[G93]005,MCG+13-09-025,NGC4319,PGC039981,UGC07429,UZC121930+75370",185.432,75.323,12h 21m 43.79s,"+75° 19' 21.35""",2.45,0.97,2.51,12.88,,32.02,0.63,82.61
40836,G,NGC4441,"2MASXJ12272040+6448056,CGCG315-039,IRAS12250+6504,MCG+11-15-056,NGC4441,PGC040836,SDSSJ122720.34+644805.4,SDSSJ122720.34+644805.5,SDSSJ122720.35+644805.4,SDSSJ122720.36+644805.4,UGC07572,UZC122500+65050",186.835,64.802,12h 27m 20.36s,"+64° 48' 05.54""",4.13,2.96,1.40,13.34,12.67,32.44,0.89,100.28
41527,G,NGC4513,"2MASXJ12320145+6619575,CGCG315-042,LGG277:[G93]007,MCG+11-15-059,NGC4513,PGC041527,SDSSJ123201.51+661957.5,SDSSJ123201.52+661957.3,SDSSJ123201.53+661957.3,UGC07683,UZC122942+66360",188.006,66.333,12h 32m 01.52s,"+66° 19' 57.39""",2.06,1.35,1.53,13.99,,32.87,0.42,122.47
41621,G,NGC4521,"2MASXJ12324772+6356214,2MFGC09882,CGCG315-046,KPG345B,LGG295:[G93]003,MCG+11-15-061,NGC4521,NIBLES1683,PGC041621,SDSSJ123247.62+635621.4,SDSSJ123247.63+635621.1,SDSSJ123247.64+635621.1,SDSSJ123247.65+635621.2,UGC07706,UZC123036+64130",188.199,63.939,12h 32m 47.67s,"+63° 56' 21.16""",2.57,0.50,5.14,12.97,,33.04,0.39,132.02
44641,G,UGC08107,"2MASXJ12593965+5320286,CGCG270-037,IRAS12574+5336,MCG+09-21-077,PGC044641,SDSSJ125939.77+532028.2,SDSSJ125939.77+532028.3,SDSSJ125939.78+532028.2,UGC08107,UZC125730+53370",194.916,53.341,12h 59m 39.74s,"+53° 20' 28.57""",2.29,0.98,2.33,14.57,13.03,35.48,0.13,406.28
46952,G,UGC08441,"CGCG294-036,DDO175,MCG+10-19-070,PGC046952,UGC08441,[RC2]A1323+58",201.371,57.822,13h 25m 29.08s,"+57° 49' 19.15""",2.26,1.71,1.32,15.20,,32.12,0.60,86.38
46604,G,PGC046604,"2MASXJ13210305+5832561,CGCG294-033,MCG+10-19-062,PGC046604,SDSSJ132103.02+583255.8,SDSSJ132103.02+583255.9,UZC131906+58480",200.263,58.549,13h 21m 03.01s,"+58° 32' 55.87""",2.24,1.39,1.61,15.13,,36.77,0.21,736.93
49158,G,UGC08760,"CGCG190-066,DDO183,MCG+06-30-105,PGC049158,SDSSJ135051.07+380117.0,SDSSJ135051.31+380114.9,UGC08760,[RC2]A1348+38,UZC134836+38150",207.713,38.021,13h 50m 51.16s,"+38° 01' 15.99""",2.08,0.58,3.60,14.49,14.21,27.58,0.03,10.72
57006,G,NGC6051,"2MASXJ16045670+2355583,4C+24.36,CGCG137-030,GIN487,IC4588,MCG+04-38-021,NGC6051,PGC057006,SDSSJ160456.67+235557.5,UGC10178,[KG2002]J160456.80+235557.8,UZC160248+24040",241.236,23.933,16h 04m 56.72s,"+23° 55' 57.92""",2.69,0.79,3.39,14.16,13.02,35.79,0.11,468.84
69825,G,NGC7386,"2MASXJ22500213+1141555,CGCG430-016,GIN662,MCG+02-58-018,NGC7386,PGC069825,SRGB013.027,UGC12209,UZC224736+11250",342.509,11.699,22h 50m 02.13s,"+11° 41' 55.50""",2.04,1.30,1.57,13.52,12.52,35.17,0.15,352.39
5305,G,NGC0541,"2MASXJ01254430-0122461,ARP133,CGCG385-128,DRCG07-034,LGG025:[G93]011,MCG+00-04-137,NGC0541,PGC005305,UGC01004,UZC012312-01370,[RGD2016]J012544.31-012246.5",21.435,-1.379,01h 25m 44.32s,"-01° 22' 46.15""",2.16,1.50,1.45,13.14,12.19,34.44,0.20,251.78
5299,G,NGC0529,"2MASXJ01254030+3442465,CGCG521-023,HCG010B,LGG026:[G93]009,MCG+06-04-019,NGC0529,PGC005299,UGC00995,UZC012254+34280",21.418,34.713,01h 25m 40.30s,"+34° 42' 46.50""",2.22,1.96,1.13,13.13,12.13,34.26,0.22,232.29
7139,G,IC0171,"2MASXJ01551021+3516550,CGCG522-064,GIN109,IC0171,LGG037:[G93]030,MCG+06-05-050,PGC007139,UGC01388,UZC015218+35020",28.793,35.282,01h 55m 10.21s,"+35° 16' 55.00""",2.26,1.90,1.19,13.69,,34.49,0.20,257.65
9983,G,UGC02111,"2MASXJ02380551+4147222,CGCG539-062,IRAS02349+4134,MCG+07-06-043,PGC009983,UGC02111,[MO2001]J023805.6+414722.1,UZC023454+41350",39.523,41.789,02h 38m 05.55s,"+41° 47' 22.19""",2.18,0.69,3.18,14.69,,34.52,0.20,261.59
10296,G,UGC02185,"2MASXJ02431130+4025362,2MFGC02157,CGCG539-081,IRAS02400+4012,MCG+07-06-059,PGC010296,UGC02185,UZC024000+40140",40.797,40.427,02h 43m 11.30s,"+40° 25' 36.06""",2.25,0.55,4.09,13.69,,34.05,0.24,210.97
10854,G,UGC02345,"DDO030,HIPASSJ0251-01,MCG+00-08-035,PGC010854,SDSSJ025152.68-011022.0,SDSSJ025152.69-011022.0,UGC02345,[RC2]A0249-01,HIPEQJ0251-01",42.970,-1.173,02h 51m 52.69s,"-01° 10' 22.02""",2.82,2.82,1.00,14.32,13.74,30.91,0.36,49.69
11625,G,UGC02526,"2MASXJ03054334+3647101,2MFGC02519,2MIG0375,CGCG524-049,IRAS03025+3635,LGG080:[G93]006,MCG+06-07-038,PGC011625,UGC02526,UZC030236+36350",46.431,36.786,03h 05m 43.36s,"+36° 47' 10.29""",3.53,0.61,5.75,13.35,,34.34,0.21,240.12
11643,G,IC0284,"2MASXJ03060989+4222189,CGCG540-037,IC0284,IRAS03028+4210,IRAS03029+4211,LGG082:[G93]003,MCG+07-07-023,PGC011643,UGC02531,UZC030254+42110",46.541,42.372,03h 06m 09.93s,"+42° 22' 19.28""",4.29,2.15,2.00,12.52,11.59,32.52,0.57,104.05
12159,G,UGC02623,"2MASXJ03162879+3503577,CGCG525-016,MCG+06-08-009,PGC012159,UGC02623",49.120,35.066,03h 16m 28.77s,"+35° 03' 57.88""",2.08,1.92,1.08,15.59,,34.07,0.24,212.83
19605,G,NGC2275,"2MASXJ06471794+3335571,CGCG175-016,KPG118B,LGG139:[G93]002,MCG+06-15-007,NGC2275,PGC019605,PGC2035227,UGC03542,UZC064400+33400",101.825,33.599,06h 47m 17.94s,"+33° 35' 57.10""",2.51,0.78,3.24,13.62,,34.30,0.22,236.17
19622,G,NGC2258,"2MASXJ06474618+7428546,CGCG330-015,MCG+12-07-016,NGC2258,PGC019622,UGC03523,UZC064106+74300",101.942,74.482,06h 47m 46.18s,"+74° 28' 54.58""",3.02,1.91,1.58,13.01,11.87,33.87,0.03,193.92
23256,G,NGC2554,"2MASXJ08175347+2328195,CGCG119-033,IRAS08149+2337,LGG157:[G93]002,MCG+04-20-015,NGC2554,PGC023256,SDSSJ081753.50+232819.8,UGC04312,UZC081454+23370",124.473,23.472,08h 17m 53.48s,"+23° 28' 20.06""",2.04,1.31,1.56,12.95,12.02,33.89,0.26,195.45
24002,G,UGC04468,"2MASXJ08333071+4131313,CGCG208-017,MCG+07-18-020,NIBLES0671,PGC024002,SDSSJ083330.76+413131.6,SDSSJ083330.77+413131.6,UGC04468,UZC083012+41420",128.378,41.525,08h 33m 30.74s,"+41° 31' 31.62""",2.03,0.89,2.30,14.51,,34.92,0.34,315.08
26582,G,PGC026582,"MCG+04-22-038,NPM1G+22.0239,NRGs038.032,PGC026582,SDSSJ092325.94+221859.9,SDSSJ092325.95+221859.9,SDSSJ092325.95+221860.0,SDSSJ092325.95+221900.0,UGC04991:,VV171:,UZC092030+22320",140.858,22.317,09h 23m 25.96s,"+22° 18' 59.97""",2.04,0.72,2.82,15.70,,35.61,0.12,432.54
32216,G,NGC3348,"2MASXJ10470999+7250228,CGCG333-054,LGG224:[G93]001,MCG+12-10-077,NGC3348,PGC032216,UGC05875,UZC104324+73060",161.792,72.840,10h 47m 09.99s,"+72° 50' 22.80""",2.13,2.13,1.00,11.94,10.92,33.27,0.35,147.31
35675,G,UGC06534,"2MASXJ11332080+6316486,2MFGC09050,CGCG314-032,HIJASSJ1133+63,IRAS11304+6333,IRAS11305+6333,MCG+11-14-030,NIBLES1308,PGC035675,SDSSJ113320.16+631645.9,SDSSJ113320.73+631648.7,SDSSJ113320.73+631648.8,UGC06534,[RC2]A1130+63,UZC113024+63340",173.336,63.280,11h 33m 20.66s,"+63° 16' 48.27""",2.32,0.64,3.65,13.35,,31.22,0.31,57.10
36238,G,NGC3794,"2MASXJ11405341+5612073,2MASXJ11405425+5612080,CGCG268-070,CGCG292-019,IRAS11381+5628,LGG250:[G93]003,MCG+09-19-153,NGC3794,NGC3804,PGC036238,SDSSJ114054.25+561208.2,SDSSJ114054.26+561208.3,UGC06640,UZC113806+56280,2MASXIJ1140544+561207,LCSB_L463O",175.225,56.202,11h 40m 54.05s,"+56° 12' 07.94""",2.03,1.12,1.81,13.89,13.01,31.62,0.26,68.93
37544,G,NGC3986,"2MASXJ11564415+3201178,2MASXJ11564416+3201181,2MFGC09381,CGCG157-058,IRAS11541+3217,LGG259:[G93]002,MCG+05-28-053,NGC3966,NGC3986,PGC037544,SDSSJ115644.18+320118.3,SDSSJ115644.18+320118.4,SDSSJ115644.20+320118.2,SDSSJ115644.20+320118.3,SDSSJ115644.24+320116.5,UGC06920,UZC115406+32170,AGC006920",179.184,32.022,11h 56m 44.21s,"+32° 01' 18.06""",2.48,0.52,4.74,13.82,,33.49,0.32,162.71
38407,G,NGC4104,"2MASXJ12063891+2810272,CGCG158-024,IRAS12040+2827,MCG+05-29-016,NGC4104,NIBLES1516,PGC038407,SDSSJ120638.90+281026.7,SDSSJ120638.97+281028.0,UGC07099,[KG2002]J120638.89+281026.1,UZC120406+28270",181.662,28.174,12h 06m 38.95s,"+28° 10' 27.36""",2.50,1.09,2.29,13.13,12.14,35.49,0.13,408.34
45684,G,UGC08246,"2MASXJ13100450+3410513,2MFGC10488,AGC008246,CGCG189-031,KUG1307+344,LGG334:[G93]001,MCG+06-29-048,PGC045684,SDSSJ131004.44+341052.2,UGC08246,[MU2012]J1310+34A,[RC2]A1307+34,UZC130742+34270,2MASXIJ1310044+341050,LCSB_L564O",197.519,34.181,13h 10m 04.47s,"+34° 10' 51.55""",2.47,0.62,4.02,14.98,,31.54,0.34,66.38
49354,G,NGC5354,"CGCG219-019,HCG068B,LGG361:[G93]009,MCG+07-29-011,NGC5354,PGC049354,SDSSJ135326.72+401809.9,UGC08814,UZC135124+40320",208.361,40.303,13h 53m 26.73s,"+40° 18' 09.91""",3.03,1.15,2.63,12.34,11.38,33.07,0.38,133.98
49598,G,NGC5378,"2MASXJ13565101+3747494,CGCG191-020,LGG364:[G93]002,MCG+06-31-027,NGC5378,NIBLES1980,PGC049598,SDSSJ135651.01+374750.0,SDSSJ135651.02+374750.1,UGC08869,UZC135442+38020",209.213,37.797,13h 56m 51.01s,"+37° 47' 49.99""",2.03,1.57,1.29,13.63,,33.36,0.34,153.12
51251,G,NGC5582,"2MASXJ14204312+3941369,CGCG219-070,CGCG220-003,MCG+07-29-063,NGC5582,PGC051251,SDSSJ142043.11+394136.9,UGC09188,UZC141842+39560",215.180,39.694,14h 20m 43.12s,"+39° 41' 36.91""",2.20,1.40,1.57,12.49,11.62,32.22,0.22,90.50
54001,G,NGC5859,"2MASXJ15073474+1934562,AGC009728,CGCG106-007,IRAS15052+1946,IRAS15053+1946,KPG455B,LGG394:[G93]003,MCG+03-39-005,NGC5859,PGC054001,SDSSJ150734.74+193457.0,SDSSJ150734.75+193456.7,UGC09728,UZC150518+19460",226.895,19.582,15h 07m 34.75s,"+19° 34' 56.75""",2.55,0.63,4.02,13.25,12.43,34.30,0.22,236.17
54095,G,NGC5875,"2MASXJ15091320+5231418,CGCG274-027,IRAS15077+5243,MCG+09-25-027,NGC5875,NIBLES2281,PGC054095,PGC2417321,SDSSJ150913.16+523142.3,SDSSJ150913.16+523142.4,SDSSJ150913.16+523142.6,UGC09745,UZC150742+52440",227.305,52.528,15h 09m 13.16s,"+52° 31' 42.30""",2.42,1.08,2.25,13.34,,33.71,0.28,179.98
54110,G,NGC5876,"2MASXJ15093156+5430228,CGCG274-028,LGG395:[G93]002,MCG+09-25-028,NGC5876,NIBLES2282,PGC054110,SDSSJ150931.57+543023.2,SDSSJ150931.57+543023.3,SDSSJ150931.58+543023.4,SDSSJ150931.59+543023.5,UGC09747,UZC150800+54410",227.382,54.506,15h 09m 31.58s,"+54° 30' 23.28""",2.46,1.16,2.13,13.71,,33.56,0.30,168.43
58828,G,NGC6223,"2MASXJ16430433+6134441,7ZW657,CGCG299-021,MCG+10-24-040,NGC6223,PGC058828,UGC10527,UZC164230+61400",250.768,61.579,16h 43m 04.33s,"+61° 34' 44.10""",3.16,2.33,1.35,12.96,,34.74,0.18,289.09
59668,G,UGC10736,"CGCG339-028,MCG+12-16-020,PGC059668,UGC10736,UZC170824+69330",257.019,69.464,17h 08m 04.67s,"+69° 27' 51.54""",3.03,1.10,2.75,14.86,,30.40,1.35,39.27
28283,G,IC2513,"2MASXJ09500078-3252578,2MFGC07613,6dFJ0950008-325258,AGC026661,ESO374-050,ESOLV3740500,IC2513,IC2514,MCG-05-23-019,PGC028283,PGC028290,PGC684469",147.503,-32.883,09h 50m 00.82s,"-32° 52' 58.43""",3.39,0.68,4.99,13.30,,32.85,0.33,121.35
29086,G,PGC029086,"AGC500001,FGC0998,HIPASSJ1002-06,MCG-01-26-012,PGC029086,PGC182097,RFGC1700,UGCA193",150.650,-6.014,10h 02m 36.08s,"-06° 00' 48.83""",3.04,0.32,9.44,14.50,,30.78,0.52,46.69
64176,G,PGC064176,"AGC600014,HIPASSJ2009-06,KKSG67,PGC064176,UGCA417,[KKS2000]67",302.338,-6.288,20h 09m 21.23s,"-06° 17' 15.12""",2.70,1.40,1.93,15.30,,31.75,0.72,73.15
17978,G,PGC017978,"2MASXJ05505447-1446479,AGC450090,HIPASSJ0550-14,IRAS05486-1447,MCG-02-15-011,PGC017978,PGC4126730,UGCA114,2MASXIJ0550539-144647,LCSB_L285O",87.727,-14.780,05h 50m 54.53s,"-14° 46' 48.25""",2.47,1.82,1.36,12.97,,30.07,1.58,33.64
71828,G,NGC7709,"2MASXJ23352748-1642183,2MFGC17695,2MIG3178,6dFJ2335275-164218,AGC630218,HIPASSJ2335-16,IRAS23328-1658,MCG-03-60-002,NGC7709,PGC071828,PGC4126728",353.864,-16.705,23h 35m 27.47s,"-16° 42' 18.27""",2.22,0.37,5.93,13.60,,31.97,0.64,80.73
14582,G,NGC1533,"2MASXJ04095185-5607063,6dFJ0409518-560706,DORADO_GROUP:[FS90]016,ESO157-003,ESOLV1570030,HIPASSJ0409-56,IRAS04088-5614,NGC1533,PGC014582,[BFK2006]GEMS-N1566-05",62.466,-56.118,04h 09m 51.86s,"-56° 07' 06.45""",3.27,2.05,1.60,11.79,10.65,31.43,0.10,63.04
16599,G,NGC1809,"2MASXJ05020500-6934058,ESO056-048,ESOLV0560480,HIPASSJ0502-69,IRAS05023-6937,NGC1809,PGC016599",75.522,-69.568,05h 02m 05.37s,"-69° 34' 04.48""",3.74,1.44,2.60,13.20,12.34,30.87,1.10,48.64
19996,G,ESO491-015,"2MASXJ07004256-2722071,2MFGC05573,2MIG0924,6dFJ0700426-272207,AGC025484,CGMW2-00291,ESO491-015,ESOLV4910150,IRAS06586-2717,IRAS06587-2717,MCG-05-17-003,PGC019996",105.177,-27.369,07h 00m 42.57s,"-27° 22' 07.09""",2.32,0.41,5.61,14.32,,32.78,0.28,117.23
22721,G,NGC2525,"2MASXJ08053803-1125372,2MIG1084,6dFJ0805380-112537,AGC480005,HIPASSJ0805-11,IRAS08032-1117,MCG-02-21-004,NGC2525,PGC022721,UGCA135",121.408,-11.427,08h 05m 38.02s,"-11° 25' 37.27""",3.08,2.17,1.42,12.29,11.47,31.05,0.33,52.95
27214,G,NGC2921,"2MASXJ09343160-2055134,ESO565-017,ESOLV5650170,HIPASSJ0934-20,IRAS09321-2041,MCG-03-25-006,NGC2921,PGC027214",143.632,-20.920,09h 34m 31.59s,"-20° 55' 12.91""",2.86,0.92,3.10,12.96,,33.21,0.32,142.90
27800,G,NGC2968,"2MASXJ09431201+3155438,CGCG152-058,KPG210B,MCG+05-23-029,NGC2968,NIBLES0915,PGC027800,SDSSJ094312.00+315543.3,SDSSJ094312.01+315543.3,SDSSJ094312.02+315543.4,UGC05190,UZC094012+32100",145.800,31.929,09h 43m 12.01s,"+31° 55' 43.37""",2.48,1.63,1.52,12.74,11.73,31.86,0.67,76.95
28576,G,NGC3056,"2MASXJ09543290-2817533,6dFJ0954329-281754,ESO435-007,ESOLV4350070,HIPASSJ0954-28,MCG-05-24-003,NGC3056,PGC028576",148.637,-28.298,09h 54m 32.88s,"-28° 17' 53.28""",2.27,1.41,1.61,12.58,11.70,30.88,0.15,49.00
30531,G,UGC05633,"AGC005633,CGCG094-035,DDO079,HIPASSJ1024+14,MCG+03-27-020,PGC030531,SDSSJ102440.10+144524.3,SDSSJ102440.11+144523.7,SDSSJ102440.12+144523.8,UGC05633,[RC2]A1021+15,UZC102200+15000",156.167,14.757,10h 24m 40.11s,"+14° 45' 23.97""",2.21,1.45,1.52,14.46,13.77,31.58,0.76,67.49
32625,G,ESO437-067,"2MASXJ10521609-3240158,6dFJ1052161-324016,ESO437-067,ESOLV4370670,HIPASSJ1052-32,IRAS10499-3224,LGG222:[G93]002,MCG-05-26-009,PGC032625",163.067,-32.671,10h 52m 16.07s,"-32° 40' 15.57""",2.45,1.27,1.93,13.54,12.68,31.92,2.11,79.11
39656,G,NGC4260,"2MASXJ12192224+0605556,CGCG042-015,EVCC0340,LGG278:[G93]005,MCG+01-31-054,NGC4260,NIBLES1606,PGC039656,SDSSJ121922.23+060555.2,SDSSJ121922.24+060555.2,UGC07361,VCC0341,UZC121648+06220",184.843,6.099,12h 19m 22.28s,"+06° 05' 55.84""",2.51,1.15,2.18,12.47,11.55,32.80,0.11,118.42
40869,G,PGC040869,"EVCC2113,KDG132,MCG+02-32-063,PGC040869,VCC1017",186.883,9.596,12h 27m 31.82s,"+09° 35' 44.88""",2.04,0.33,6.11,14.67,,,,
40807,G,UGC07557,"AGC007557,CGCG042-108,EVCC2109,HIPASSJ1227+07,LGG292:[G93]018,MCG+01-32-066,PGC040807,UGC07557,VCC0975,UZC122436+07320",186.797,7.263,12h 27m 11.33s,"+07° 15' 46.80""",2.74,2.43,1.13,13.45,,30.98,0.20,51.19
40987,G,NGC4445,"2MASXJ12281593+0926106,2MFGC09827,AGC007587,CGCG070-104,EGISJ122815.9+092611,EONJ187.066+09.436,EVCC0695,LGG288:[G93]013,MCG+02-32-072,NGC4445,PGC040987,SDSSJ122815.92+092610.2,SDSSJ122815.92+092610.3,SDSSJ122815.93+092610.7,UGC07587,VCC1086,[RG2008]J187.06638+09.43619,UZC122542+09430",187.066,9.436,12h 28m 15.94s,"+09° 26' 10.69""",2.54,0.50,5.12,13.56,12.76,31.28,0.30,58.91
42530,G,NGC4617,"2MASXJ12410588+5023364,2MFGC09981,2MIG1757,CGCG270-013,IRAS12387+5039,IRAS12387+5040,KIG0545,MCG+09-21-028,NGC4617,PGC042530,SDSSJ124105.86+502336.2,UGC07847,UZC123848+50420",190.275,50.393,12h 41m 05.88s,"+50° 23' 36.30""",2.81,0.52,5.37,14.10,,34.26,0.22,232.29
42431,G,ESO506-033,"2MASXJ12401383-2519369,6dFJ1240138-251937,ESO506-033,ESOLV5060330,IRAS12375-2503,MCG-04-30-010,PGC042431",190.058,-25.327,12h 40m 13.81s,"-25° 19' 36.72""",2.08,0.93,2.24,13.20,,31.11,0.97,54.30
42545,G,NGC4608,"2MASXJ12411328+1009208,CGCG070-214,EVCC2201,MCG+02-32-177,NGC4608,PGC042545,SDSSJ124113.28+100920.3,UGC07842,VCC1869,UZC123842+10250",190.305,10.156,12h 41m 13.27s,"+10° 09' 20.57""",2.88,2.49,1.16,11.91,11.08,31.81,0.35,75.20
42949,G,IC3720,"DDO145,EVCC1130,IC3720,PGC042949,UGC07919,VCC2008,[TH2002]058",191.197,12.065,12h 44m 47.40s,"+12° 03' 52.92""",2.34,1.36,1.72,14.98,,32.16,0.60,88.27
45313,G,NGC4958,"2MASXJ13054887-0801129,2MASXJ13054892-0801135,6dFJ1305489-080113,LAMOSTJ130548.90-080112.8,LGG314:[G93]017,MCG-01-33-084,NGC4958,PGC045313,UGCA323",196.454,-8.020,13h 05m 48.91s,"-08° 01' 12.84""",4.74,1.19,3.99,11.49,10.59,31.45,0.85,63.71
44719,G,NGC4880,"2MASXJ13001053+1229001,CGCG071-094,EVCC1279,MCG+02-33-047,NGC4880,NIBLES1774,PGC044719,SDSSJ130010.57+122859.9,UGC08109,UZC125742+12450",195.044,12.484,13h 00m 10.54s,"+12° 29' 00.61""",2.63,1.97,1.34,12.66,,31.70,0.73,71.26
47582,G,NGC5193,"2MASXJ13315348-3314040,6dFJ1331535-331404,ABELL3560:[PL95]BCG,ESO383-015,ESOLV3830150,LGG353:[G93]005,MCG-05-32-037,NGC5193,PGC047582,WINGSJ133153.53-331403.2,WMMA011,FLASHJ133153.53-331407.4",202.973,-33.234,13h 31m 53.51s,"-33° 14' 03.24""",2.05,1.88,1.09,12.58,11.73,33.28,0.19,147.44
48287,G,ESO445-002,"2MASXJ13392348-3046267,6dFJ1339235-304627,ESO445-002,ESOLV4450020,LGG357:[G93]002,MCG-05-32-058,PGC048287,PGC713148,FLASHJ133923.90-304626.4",204.848,-30.774,13h 39m 23.48s,"-30° 46' 26.81""",2.77,1.90,1.46,12.96,,33.97,0.25,203.15
50195,G,ESO510-059,"2MASXJ14044634-2449373,6dFJ1404464-244938,ESO510-059,ESOLV5100590,HIPASSJ1404-24,IRAS14019-2435,MCG-04-33-040,PGC050195,UGCA383",211.193,-24.827,14h 04m 46.33s,"-24° 49' 37.46""",2.30,1.55,1.48,13.52,,32.62,0.47,109.15
62951,G,IC4831,"2MASXJ19144383-6216214,6dFJ1914438-621621,ESO141-038,ESOLV1410380,HIPASSJ1914-62,IC4831,IRAS19101-6221,LGG427:[G93]004,PGC062951",288.682,-62.273,19h 14m 43.79s,"-62° 16' 21.44""",3.67,0.84,4.36,12.81,12.08,33.91,0.26,197.34
62870,G,NGC6753,"2MASXJ19112363-5702584,6dFJ1911235-570258,ESO184-022,ESOLV1840220,HIPASSJ1911-57,IRAS19071-5707,LGG426:[G93]001,NGC6753,PGC062870",287.848,-57.049,19h 11m 23.54s,"-57° 02' 57.80""",2.96,2.59,1.15,11.91,11.04,33.22,0.36,143.49
64845,G,IC5020,"2MASXJ20303849-3329079,6dFJ2030385-332908,AGC033513,ESO400-034,ESOLV4000340,HIPASSJ2030-33,IC5020,IRAS20274-3339,LGG437:[G93]004,MCG-06-45-006,PGC064845",307.660,-33.486,20h 30m 38.48s,"-33° 29' 08.27""",2.33,1.75,1.33,13.02,12.30,33.22,0.36,143.49
